R2_mean,R2_std,RMSE_mean,RMSE_std,max_features
0.4458175300219823,0.011034051247685679,43.56052121300523,0.4310039604927704,1
0.45528696709616623,0.010485911182415066,43.18689315287146,0.4129601079468725,2
0.4573745123145098,0.010776524057978232,43.10393482469745,0.4250070089084194,3
0.45543047654808,0.011432824628170763,43.18083237618008,0.45007503622410316,4
0.4494695850518933,0.011134775521642876,43.41668906678993,0.43592922550971447,5
0.4461155590070634,0.011573785918776615,43.54859411813082,0.45185495753278104,6
0.4433244183834998,0.011368105808994602,43.65828399191657,0.4430052352060962,7
0.43871881813195435,0.009566020094041736,43.83919644950126,0.3714482438504598,8
0.43386688620501096,0.009396322938938906,44.028350667290034,0.36343152630368847,9
0.4321022158473397,0.010576290430405281,44.0965298829954,0.4081843109532618,10
0.42953250360969397,0.011200237550553604,44.195974945581014,0.4311712440641748,11
0.42598862089227857,0.010728306744611962,44.333235480752,0.41203504515898126,12
0.42374936837780747,0.011869041298384071,44.41921563512034,0.454716945480457,13
0.4200381992446637,0.010229627410250058,44.56263623802039,0.39142294830833363,14
0.4177813574466674,0.012118616992409513,44.648588421828414,0.4620475743830545,15
0.413230618232415,0.013122007763801971,44.82237024512851,0.49830071619504973,16
0.41187668369348723,0.012412260869695636,44.87435418691664,0.4709943597356966,17
0.4073699465762256,0.010106382460663501,45.0468131200271,0.38300299224976847,18
0.4053848847882966,0.012471163671224682,45.12137442119847,0.4702600685917112,19
0.402178191962105,0.011548522089751071,45.243243262211124,0.43507953957563444,20
0.39743524505410843,0.012499510717175392,45.42203792012473,0.46930928309038356,21
0.3928199194638185,0.012236775686671733,45.595799305875246,0.45746349160477773,22
