R2_mean,R2_std,RMSE_mean,RMSE_std,max_features
0.4841895595830012,0.003337607123182012,35.2348388772752,0.11406283538821106,1
0.575992576461739,0.0033964263214736503,31.94572502268291,0.1279306511514403,2
0.6591387994417881,0.003239408351108219,28.642662114420734,0.13614697761647235,3
0.7162015671633832,0.003701043124163333,26.135165389624994,0.17053209187928375,4
0.7557784821684296,0.0037341888395198866,24.244248216264417,0.1857235045980994,5
0.7766173537305787,0.003669213232257808,23.1867384851145,0.18982328243838745,6
0.7925236617488143,0.003111344883319985,22.3460950099663,0.1671383980344771,7
0.8039814859508813,0.003770966951906374,21.71991661326632,0.20789899660938177,8
0.8116512771519572,0.0024742192053975993,21.291268334134635,0.13939633735262374,9
0.8180778557636044,0.0034234047542196226,20.9244116812312,0.1958783053230357,10
0.8222562641536794,0.0027441900154553285,20.68301259289188,0.15915185622000766,11
0.8255981675892776,0.003184873182947101,20.487413152948523,0.1860012146933522,12
0.8275901359948025,0.002917201800014048,20.37019288658448,0.17162927800456168,13
0.8292270583992314,0.0033153029821103813,20.273037387001843,0.1955830916645606,14
0.8310140035432617,0.002785788692311216,20.16695199422325,0.16533956412168993,15
0.8311668569684365,0.00324915374354326,20.15758347674786,0.19291077747779814,16
0.8323613825437409,0.0026533464310876122,20.08644227684891,0.15847054905593272,17
0.832747449603964,0.0032708909443544282,20.062974533697055,0.1951980129598568,18
0.8323389628099334,0.0033045326581924643,20.08744721554067,0.19673025953480114,19
0.832149436390363,0.0030965158184644796,20.098916391782424,0.18431074679032197,20
0.8319335302377022,0.002902448354913155,20.111941481552485,0.17287590994932964,21
0.8311126293553197,0.003013606944940019,20.16094667608114,0.17926528823551754,22
