R2_mean,R2_std,RMSE_mean,RMSE_std,max_samples
0.43519349705545735,0.002148846439699073,36.870460306722386,0.07014423959169831,0.02
0.48903048049410797,0.00183311345999197,35.069235573534414,0.06292173671317802,0.04
0.5274892147260587,0.0025162751845915618,33.72359181322948,0.0898162095503304,0.06
0.5580692978361291,0.0027419591961153696,32.61403233358174,0.10120610342856501,0.08
0.5827859107898274,0.0026649532828861276,31.688871469960453,0.10112399032174361,0.1
0.6052047804109371,0.0036702995608956816,30.825543674802294,0.14339533115409975,0.12000000000000001
0.6251197256651297,0.0032652275864630594,30.03804604865053,0.1307953942104248,0.13999999999999999
0.6417484753315771,0.0037109447723012714,29.364168183950046,0.1520495777065195,0.16
0.6566462417305866,0.0035664519497383756,28.747134542646933,0.14911386355827982,0.18
0.6707106494836086,0.0034599036906333967,28.152201495825018,0.14775920515090338,0.19999999999999998
0.6833306109036513,0.00434121463468164,27.60719948619598,0.18912004095323473,0.22
0.6945604999213375,0.004057690760226611,27.113311361907034,0.17971504343355446,0.24
0.7050665819432016,0.004115880151112964,26.64286704078386,0.18558525698268546,0.26
0.7150217256743189,0.004085295204348494,26.18932339757813,0.1872373989292033,0.28
0.7233317955314229,0.004304364727110631,25.804535355933787,0.20030421206824903,0.30000000000000004
0.7310103864534104,0.00414713387323252,25.443944861739983,0.19543650076914215,0.32
0.7391251607754297,0.003889629883513505,25.057259934301705,0.18643187022201896,0.34
0.7451977837233918,0.004058672710257663,24.7638063818101,0.19671655858792544,0.36000000000000004
0.7517279278212928,0.004362169262083394,24.444253145094155,0.2141347297957798,0.38
0.7578274743159363,0.0039038430152273265,24.142259870754245,0.19396667913836585,0.4
0.7629562830351964,0.004273951090242544,23.885049003004234,0.21496974793799672,0.42000000000000004
0.7681692996966977,0.004105063923950907,23.62098990892025,0.2082694834475686,0.44
0.7725392556413487,0.003920870015677844,23.397350974896053,0.2010912823974471,0.46
0.7772976928495837,0.004036866367823617,23.151233825531875,0.20912910422566094,0.48000000000000004
0.7813101792107107,0.004070548538017242,22.941672235524052,0.2129858907899806,0.5
0.785444420360131,0.004060856024504581,22.723754052078277,0.2143893955688477,0.52
0.788954137486759,0.003991208485040877,22.537133643801422,0.21215893183188655,0.54
0.792336557805548,0.004202929657743416,22.355657799766234,0.2253957637941195,0.56
0.7955397266148131,0.0039299719737258786,22.182684015191803,0.21223765001564884,0.5800000000000001
0.7981948716560165,0.003793285141534446,22.03822445708741,0.20614328578368254,0.6
0.8011603032678943,0.0037476967256348296,21.875698858195687,0.20522837934909413,0.62
0.8033059910573572,0.0035518328483997706,21.757423448544472,0.19589996874172244,0.64
0.8057227328705601,0.003415028628875963,21.62339216330809,0.18945869814420982,0.66
0.8082079359070808,0.00330537662269381,21.484676095424152,0.1844667170703621,0.68
0.8101487871783153,0.0031901058440257975,21.375731191387654,0.17890143668881675,0.7000000000000001
0.8122517838571334,0.0033326828862666625,21.256925719056547,0.18784254103365589,0.7200000000000001
0.8140463214141157,0.003525929529741121,21.154975057749546,0.19981041265692995,0.74
0.8156594653106973,0.0034680128441135142,21.06302551577187,0.1979025725706515,0.76
0.817361866674438,0.0034786054161836367,20.96552113313363,0.1990328194813297,0.78
0.8190377965486615,0.003374405164771013,20.869146998547915,0.19388014143734883,0.8
0.8208970606532089,0.0035161362139946558,20.76156555757488,0.2029998372119832,0.8200000000000001
0.8222575973698858,0.0032262107852286106,20.68270147637623,0.18705599433913858,0.8400000000000001
0.8235656415692013,0.0035512990568930427,20.60626508062618,0.20647329481008644,0.86
0.8248056814327167,0.0037272726327802585,20.533606778309967,0.21708512814231865,0.88
0.825773245510573,0.0031394923211694255,20.477146480400926,0.1837666879784037,0.9
0.8272065922631768,0.0035014127779631403,20.39252306742433,0.20584272974093756,0.92
0.8280597278403399,0.0035867663408601183,20.34205590459692,0.21145524291104245,0.9400000000000001
0.8291371506569695,0.0030150064395805857,20.278532467352626,0.17837609731338047,0.9600000000000001
0.8302271057033414,0.002829605217079809,20.213835155462277,0.16777006672220202,0.98
0.8311126293553197,0.003013606944940019,20.16094667608114,0.17926528823551754,1.0
