R2_mean,R2_std,RMSE_mean,RMSE_std,max_features
0.4020579770576725,0.0036704128384363608,33.110460708944316,0.10158322434022296,1
0.4053359520206146,0.004365721139853218,33.01951178611477,0.1211499857911058,2
0.40168807617002117,0.004312085716214797,33.120641751567874,0.11925700153692878,3
0.3960389548254784,0.0035499824059334597,33.276705440841106,0.09767880318675362,4
0.38507080287810663,0.005882222056657111,33.577266211421126,0.16035552374368933,5
0.38263772378630057,0.005080346974577561,33.6437268468939,0.13841407218154347,6
0.3740155119409029,0.006934123406557707,33.87761910829849,0.18725648756614985,7
0.3703696331982159,0.006300072627415965,33.976225758408575,0.16988041993633385,8
0.3639410602726664,0.006090617564143415,34.14927073896506,0.1634764173694208,9
0.3599813337787606,0.006325095312367186,34.25537762087659,0.1690796294736272,10
0.35507876486056716,0.006029659560471006,34.38636952713168,0.16069166456921333,11
0.35062128742775167,0.007388832824590643,34.50481772164216,0.19613075750997908,12
0.34720327860736866,0.007422550560576989,34.595507613759764,0.19648581140003993,13
0.34338395754804807,0.007292038183124976,34.6965887973321,0.1926570888196422,14
0.34021746260611085,0.006544656817712646,34.78025767808898,0.17251758573860662,15
0.3366934376797608,0.007537342437723001,34.872884705315094,0.19803368407138144,16
0.3348991654813667,0.00741613367599486,34.92004068505993,0.19447445796764604,17
0.3319528020286433,0.007575998126279421,34.99728273208225,0.19837505608680683,18
0.327720828997887,0.008604358868118651,35.1078051184614,0.22449084423456234,19
0.3237871974196036,0.008488500693880248,35.21039249633164,0.2210419197334771,20
0.3212583825361781,0.006924121242293116,35.2764048483089,0.179955828890618,21
0.317507796502298,0.00619347050778726,35.37383205008333,0.16044415167117887,22
