R2_mean,R2_std,RMSE_mean,RMSE_std,max_features
0.43398440978085623,0.005900294663978023,32.459457270564435,0.16904329363585688,1
0.44462641899837846,0.005166411437222842,32.15295393799099,0.14921366085757418,2
0.44804856111809704,0.005545749012755555,32.05368183043332,0.16072762581516167,3
0.4467819455903662,0.006715580757040313,32.09025458966132,0.19424963064285908,4
0.4422668283009042,0.006258024740061074,32.22102832574709,0.18014499968770897,5
0.4384349721000408,0.007398476038392886,32.3313338124046,0.2121783939358464,6
0.43361125513231596,0.006479524905773876,32.47006739936488,0.18519437434357175,7
0.42704185024804664,0.006164226700625322,32.65789266065476,0.17506672362927023,8
0.4213285685770246,0.008071711412665557,32.819992490222106,0.2281184383949549,9
0.41814476716406707,0.008013356799787388,32.910176792149926,0.22559665014600416,10
0.4125170497034901,0.006915164839020433,33.06915584597249,0.19397638401827946,11
0.40900827034866055,0.007231172420516555,33.16771720944679,0.2021533779820182,12
0.4030631922294733,0.007807897748042031,33.3340366095579,0.21718608790628502,13
0.398980778499996,0.008497856208400514,33.447708972064156,0.2353594651136541,14
0.39472981728811085,0.007477295371459507,33.56598157059439,0.20670518422154097,15
0.38927730370654234,0.008619287597938589,33.716635716296906,0.23715502490541726,16
0.3884498522042651,0.009295331374273188,33.739338478280224,0.25517967823702564,17
0.38341194967913345,0.007514112443066451,33.878368932042676,0.20570190600359656,18
0.3808680939701051,0.008383679456033556,33.94803592329001,0.22906380580519603,19
0.3749280043161001,0.00895639010315486,34.110407881489195,0.24338643283982045,20
0.371698740169126,0.008626086846666853,34.198475734701915,0.23395494107730083,21
0.36728394788862834,0.008434356845483793,34.31846035751418,0.22791663285062602,22
