index,cemetery_100m,commercial_100m,farmland_100m,forest_100m,grass_100m,industrial_100m,meadow_100m,military_100m,nature_reserve_100m,park_100m,recreation_ground_100m,residential_100m,retail_100m,scrub_100m,cemetery_500m,commercial_500m,farmland_500m,farmyard_500m,forest_500m,grass_500m,industrial_500m,meadow_500m,military_500m,nature_reserve_500m,orchard_500m,park_500m,recreation_ground_500m,residential_500m,retail_500m,scrub_500m,cemetery_1000m,commercial_1000m,farmland_1000m,farmyard_1000m,forest_1000m,grass_1000m,industrial_1000m,meadow_1000m,military_1000m,nature_reserve_1000m,orchard_1000m,park_1000m,recreation_ground_1000m,residential_1000m,retail_1000m,scrub_1000m,cemetery_1500m,commercial_1500m,farmland_1500m,farmyard_1500m,forest_1500m,grass_1500m,industrial_1500m,meadow_1500m,military_1500m,nature_reserve_1500m,orchard_1500m,park_1500m,quarry_1500m,recreation_ground_1500m,residential_1500m,retail_1500m,scrub_1500m,cemetery_2000m,commercial_2000m,farmland_2000m,farmyard_2000m,forest_2000m,grass_2000m,industrial_2000m,meadow_2000m,military_2000m,nature_reserve_2000m,orchard_2000m,park_2000m,quarry_2000m,recreation_ground_2000m,residential_2000m,retail_2000m,scrub_2000m
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962183878,0.0,18819290.943275817,0.0,0.0,0.0,7057234.103728031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49400638.72609621,0.0,0.0,98801277.45219244,0.0,0.0,0.0,12546193.962184656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138008133.58403122,0.0,0.0,301108655.0924318,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18819290.943275817,0.0,9409645.471637908,0.0,0.0,0.0,7057234.103728031,0.0,0.0,0.0,0.0,63515106.93355228,0.0,0.0,0.0,0.0,91744043.3484644,0.0,7057234.103728031,70572341.0372803,0.0,0.0,0.0,12546193.962184656,0.0,0.0,0.0,0.0,225831491.3193238,0.0,0.0,0.0,0.0,238377685.28150848,0.0,12546193.962184656,326201043.01680106,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,2352411.367908874,0.0,3136548.4905451653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,0.0,15682742.452729847,0.0,37638581.88655163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.103728031,0.0,0.0,0.0,0.0,0.0,98801277.45219244,0.0,7057234.103728031,134087447.9708326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184656,62730969.81092328,0.0,0.0,0.0,0.0,238377685.28150848,0.0,75277163.77310795,263470073.20587772,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14114468.207456062,0.0,0.0,0.0,7057234.103728031,49400638.72609621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.103728031,0.0,0.0,0.0,37638581.88655397,0.0,0.0,0.0,50184775.84873863,338747236.9789857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62730969.81092328,12546193.962184656,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352411.367908874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471637908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63515106.93355228,0.0,0.0,28228936.414912123,0.0,0.0,0.0,25092387.92436932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188192909.43276983,0.0,0.0,62730969.81092328,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.10372814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184723,0.0,0.0
26,0.0,156827.42452697802,0.0,31365.48490539561,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,25092387.92436132,0.0,0.0,3920685.613181457,5488959.858454039,0.0,0.0,784137.1226362913,0.0,0.0,784137.1226362913,784137.1226362913,10977919.71690808,7057234.103726622,784137.1226362913,0.0,232104588.3004017,0.0,0.0,62730969.81091939,100369551.69747102,0.0,0.0,6273096.981091939,0.0,0.0,21955839.433821782,47048227.35818954,156827424.52729848,78413712.26364924,9409645.471637908,0.0,846868092.4473637,0.0,0.0,472834684.9497781,1037413413.2480204,7057234.103728031,0.0,21171702.311184093,0.0,7057234.103728031,105858511.55592048,0.0,176430852.59320077,748066814.9951713,296403832.3565773,366976173.3938576,0.0,2082668197.722653,12546193.962184656,0.0,1154249844.5209885,2258314913.1932383,12546193.962184656,0.0,37638581.88655397,0.0,12546193.962184656,276016267.16806245,0.0,426570594.7142784,2333592076.9663463,752771637.7310793,715133055.8445255
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,62730.96981079121,0.0,0.0,0.0,1568274.2452725826,784137.1226362913,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,784137.1226362913,0.0,3136548.4905451653,0.0,0.0,0.0,28228936.414913725,6273096.981091939,0.0,12546193.962183878,28228936.414913725,6273096.981091939,0.0,0.0,0.0,0.0,9409645.471637908,12546193.962183878,97233003.20692503,9409645.471637908,0.0,0.0,338747236.9789455,21171702.311184093,0.0,84686809.24473637,141144682.0745606,14114468.207456062,0.0,7057234.103728031,0.0,7057234.103728031,35286170.51864015,0.0,70572341.0372803,677494473.957891,98801277.45219244,28228936.414912123,0.0,1216980814.3319116,37638581.88655397,0.0,288562461.1302471,476755370.56301695,25092387.92436932,0.0,12546193.962184656,0.0,12546193.962184656,138008133.58403122,0.0,225831491.3193238,2107760585.6470225,414024400.7520937,112915745.6596619
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,62730.96981079121,0.0,0.0,3920685.613181457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725826,0.0,11762056.839544369,3136548.4905451653,0.0,0.0,40775130.37709761,0.0,0.0,69004066.79201132,9409645.471637908,9409645.471637908,0.0,0.0,0.0,0.0,25092387.92436776,9409645.471637908,125461939.62183878,21955839.433821782,9409645.471637908,0.0,275232130.0453932,0.0,0.0,317575534.6677614,359918939.29012954,28228936.414912123,0.0,0.0,0.0,0.0,127030213.86710456,0.0,105858511.55592048,494006387.2609621,105858511.55592048,35286170.51864015,0.0,1254619396.2184656,0.0,0.0,652402086.0336021,1229527008.2940962,75277163.77310795,0.0,0.0,0.0,0.0,313654849.0546164,0.0,388932012.82772434,1555728051.3108974,326201043.01680106,75277163.77310795
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,6273096.981091939,0.0,0.0,0.0,0.0,15682742.452729847,0.0,6273096.981091939,0.0,0.0,0.0,0.0,0.0,0.0,14114468.207456062,0.0,56457872.82982425,0.0,0.0,0.0,0.0,56457872.82982425,0.0,0.0,84686809.24473637,21171702.311184093,7057234.103728031,0.0,75277163.77310795,0.0,0.0,100369551.69747724,12546193.962184656,150554327.5462159,0.0,0.0,0.0,0.0,188192909.43276983,0.0,12546193.962184656,288562461.1302471,100369551.69747724,12546193.962184656
30,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62730.96981079121,0.0,31365.48490539561,0.0,0.0,0.0,2352411.367908874,0.0,0.0,2352411.367908874,7841371.226362913,784137.1226362913,0.0,0.0,0.0,0.0,5488959.858454039,12546193.96218066,9409645.471635496,1568274.2452725826,4704822.735817748,0.0,47048227.35818954,0.0,0.0,15682742.452729847,78413712.26364924,3136548.490545969,0.0,0.0,0.0,0.0,25092387.92436776,106642648.67856295,128598488.11238477,21955839.433821782,28228936.414913725,0.0,289346598.2528493,0.0,0.0,112915745.6596485,310518300.5640333,42343404.62236819,0.0,0.0,0.0,0.0,91744043.3484644,0.0,374033407.49758565,585750430.6094265,119972979.76337652,268174895.9416652,0.0,740225443.7688947,0.0,0.0,326201043.01680106,1216980814.3319116,150554327.5462159,0.0,0.0,0.0,0.0,276016267.16806245,0.0,1041334098.8613265,1706282378.8571134,363839624.9033551,840594995.466372
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94096.45471618682,0.0,0.0,0.0,2352411.367908874,0.0,0.0,3136548.4905451653,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905451653,0.0,11762056.839544369,784137.1226362913,0.0,0.0,47048227.35818954,0.0,0.0,43911678.86764357,18819290.943275817,3136548.490545969,0.0,0.0,0.0,0.0,37638581.88655163,6273096.981091939,103506100.188017,21955839.433821782,9409645.471637908,0.0,247003193.63048103,0.0,0.0,218774257.21556896,211717023.11184093,14114468.207456062,0.0,0.0,0.0,0.0,134087447.9708326,0.0,14114468.207456062,451662982.638594,105858511.55592048,35286170.51864015,0.0,715133055.8445255,0.0,0.0,489301564.5252016,602217310.1848636,75277163.77310795,0.0,0.0,0.0,0.0,276016267.16806245,0.0,87823357.7352926,1530635663.386528,426570594.7142784,75277163.77310795
32,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905451653,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72140615.2825573,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247003193.63048103,0.0,0.0,0.0,0.0,0.0,0.0,21171702.311184093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664948279.9957868,0.0,0.0,0.0,0.0,0.0,0.0,37638581.88655397,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,6273096.981091939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.103728031,0.0,0.0,14114468.207456062,0.0,0.0,35286170.51864015,0.0,0.0,0.0,0.0,0.0,0.0,25092387.92436932,25092387.92436932,25092387.92436932,0.0,12546193.962184656,0.0,0.0,62730969.81092328,0.0,0.0,150554327.5462159,0.0,50184775.84873863
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.103728031,0.0,0.0,0.0,0.0,21171702.311184093,0.0,0.0,56457872.82982425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25092387.92436932,0.0,0.0,0.0,0.0,50184775.84873863,0.0,0.0,263470073.20587772,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704822.735817748,784137.1226362913,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091939,0.0,47048227.35818954,3136548.490545969,0.0,0.0,7057234.103728031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35286170.51864015,0.0,0.0,176430852.59320077,7057234.103728031,0.0,0.0,25092387.92436932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62730969.81092328,0.0,0.0,439116788.67646295,12546193.962184656,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352411.367908874,0.0,0.0,0.0,3136548.490545969,0.0,0.0,34502033.39600566,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,15682742.452729847,0.0,0.0,0.0,21171702.311184093,0.0,0.0,98801277.45219244,0.0,0.0,0.0,0.0,0.0,0.0,28228936.414912123,0.0,0.0,63515106.93355228,0.0,0.0,0.0,37638581.88655397,0.0,0.0,213285297.3571392,0.0,0.0,0.0,0.0,0.0,0.0,75277163.77310795,0.0,0.0,250923879.2436931,12546193.962184656,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226364924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471638491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21171702.31118584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50184775.8487348,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452729847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471638491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21171702.31118584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37638581.8865511,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226364924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21955839.43382315,0.0,0.0,0.0,3136548.490546164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49400638.72610029,0.0,0.0,0.0,28228936.41491445,0.0,0.0,7057234.103728613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87823357.7352859,0.0,0.0,0.0,62730969.810918495,0.0,0.0,25092387.9243674,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471638491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35286170.51864307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.9621837,0.0,0.0,0.0,0.0,75277163.7731022,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725784,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25092387.92436782,0.0,0.0,0.0,0.0,0.0,7057234.10372814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56457872.82982512,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184723,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184723,0.0,0.0,112915745.65966251,0.0,0.0,12546193.962184723,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14114468.20745628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184723,0.0,0.0,0.0,0.0,0.0,62730969.81092363,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725784,0.0,1568274.2452725784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471637933,0.0,15682742.452729886,0.0,0.0,0.0,7057234.10372814,0.0,0.0,0.0,0.0,14114468.20745628,0.0,0.0,0.0,0.0,21171702.31118442,0.0,0.0,49400638.72609698,0.0,0.0,0.0,12546193.962184723,0.0,0.0,0.0,0.0,37638581.886554174,0.0,0.0,0.0,0.0,50184775.8487389,0.0,0.0,138008133.58403197,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,0.0,6273096.981091955,0.0,0.0,7057234.10372814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14114468.20745628,0.0,0.0,14114468.20745628,0.0,0.0,12546193.962184723,0.0,0.0,0.0,0.0,0.0,12546193.962184723,0.0,0.0,0.0,0.0,37638581.886554174,0.0,0.0,50184775.8487389,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057234.10372814,7057234.10372814,0.0,0.0,0.0,0.0,28228936.41491256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37638581.886554174,12546193.962184723,0.0,0.0,0.0,0.0,87823357.73529308,0.0,0.0,12546193.962184723,0.0,0.0
46,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725784,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,34502033.39600575,0.0,0.0,3136548.4905459774,0.0,0.0,3136548.4905459774,0.0,37638581.88655173,0.0,0.0,0.0,0.0,0.0,0.0,14114468.20745628,134087447.97083466,14114468.20745628,0.0,14114468.20745628,0.0,0.0,28228936.41491256,0.0,0.0,261117661.8379412,0.0,0.0,12546193.962184723,0.0,50184775.8487389,25092387.92436945,87823357.73529308,351293430.9411723,25092387.92436945,0.0,100369551.6974778,0.0,0.0,75277163.77310835,0.0,0.0,840594995.4663765,0.0,12546193.962184723
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94096.45471617728,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,3136548.490545157,0.0,0.0,784137.1226362892,0.0,0.0,784137.1226362892,0.0,8625508.348999182,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091955,34502033.39600575,9409645.471637933,0.0,6273096.981091955,0.0,0.0,6273096.981091955,0.0,128598488.11238508,0.0,0.0,0.0,0.0,0.0,0.0,28228936.41491256,91744043.34846582,35286170.5186407,0.0,28228936.41491256,0.0,0.0,28228936.41491256,0.0,0.0,437548514.4311447,14114468.20745628,0.0,0.0,0.0,0.0,0.0,75277163.77310835,200739103.3949556,112915745.65966251,0.0,50184775.8487389,0.0,0.0,112915745.65966251,0.0,0.0,1380081335.84032,37638581.886554174,0.0
48,0.0,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,0.0,1568274.2452725784,0.0,5488959.858454024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091955,6273096.981091955,0.0,6273096.981091955,0.0,0.0,25092387.92436782,0.0,69004066.7920115,6273096.981091955,0.0,0.0,0.0,0.0,0.0,7057234.10372814,35286170.5186407,28228936.41491256,7057234.10372814,21171702.31118442,0.0,0.0,77629575.14100954,0.0,0.0,486949153.1572416,14114468.20745628,0.0,0.0,0.0,0.0,0.0,138008133.58403197,250923879.2436945,75277163.77310835,25092387.92436945,75277163.77310835,0.0,0.0,175646715.47058615,0.0,0.0,1769013348.6680462,25092387.92436945,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,7841371.226362892,0.0,0.0,0.0,0.0,0.0,0.0,3136548.4905459774,15682742.452729886,0.0,9409645.471637933,3136548.4905459774,0.0,0.0,0.0,0.0,97233003.2069253,6273096.981091955,0.0,0.0,0.0,0.0,0.0,28228936.41491256,148201916.17829093,14114468.20745628,21171702.31118442,7057234.10372814,0.0,0.0,14114468.20745628,0.0,0.0,352861705.18640697,14114468.20745628,7057234.10372814,0.0,12546193.962184723,12546193.962184723,0.0,87823357.73529308,602217310.1848668,50184775.8487389,37638581.886554174,12546193.962184723,0.0,0.0,37638581.886554174,0.0,0.0,815502607.5420071,25092387.92436945,12546193.962184723
50,0.0,0.0,0.0,31365.484905392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362892,0.0,0.0,0.0,0.0,9409645.471637933,0.0,9409645.471637933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091955,0.0,0.0,0.0,0.0,28228936.41491256,0.0,49400638.72609698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63515106.933553256,0.0,0.0,12546193.962184723,0.0,62730969.81092363,0.0,100369551.6974778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138008133.58403197,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568274.2452725826,0.0,0.0,0.0,3136548.490545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40775130.37709761,0.0,0.0,0.0,21171702.311184093,0.0,0.0,0.0,21171702.311184093,14114468.207456062,0.0,0.0,0.0,0.0,7057234.103728031,0.0,0.0,119972979.76337652,0.0,0.0,0.0,37638581.88655397,0.0,0.0,12546193.962184656,87823357.7352926,100369551.69747724,0.0,0.0,0.0,0.0,12546193.962184656,0.0,0.0,238377685.28150848,0.0,0.0
52,0.0,0.0,0.0,31365.48490539561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,6273096.981091939,3136548.490545969,0.0,0.0,0.0,0.0,0.0,12546193.962183878,0.0,3136548.490545969,0.0,0.0,0.0,7057234.103728031,0.0,0.0,28228936.414912123,42343404.62236819,0.0,0.0,0.0,0.0,0.0,35286170.51864015,0.0,0.0,7057234.103728031,7057234.103728031,0.0,0.0,12546193.962184656,0.0,0.0,50184775.84873863,163100521.50840053,0.0,0.0,0.0,0.0,0.0,62730969.81092328,0.0,0.0,62730969.81092328,12546193.962184656,12546193.962184656
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784137.1226362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136548.490545969,0.0,0.0,3136548.490545969,6273096.981091939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9409645.471637908,0.0,0.0,0.0,7057234.103728031,0.0,0.0,7057234.103728031,21171702.311184093,28228936.414912123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28228936.414912123,0.0,0.0,0.0,37638581.88655397,0.0,0.0,12546193.962184656,87823357.7352926,62730969.81092328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75277163.77310795,0.0,0.0
